Twenty Manning Grill	39.948612	-75.174034	261 S 20th St		5:00 pm	7:00 pm	$3 Drafts, $7 Wines by the Glass
Twisted Tail, The	39.941778	-75.145126	509-511 S. 2nd Street	215-558-2471	5:00 pm	7:00 pm	$3 select drafts, $4 house wines and specialty cocktail menu; $4-6 small plates
Union Transfer	39.961406	-75.155349	1026 Spring Garden Street	215-232-2100	9:00 pm	12:00 am	Post-Show Happy Hour (Start Time Varies): $2 Miller High Life Drafts, $3 Three Olives Drinks, $4 Jack Daniels Drinks
Urban Farmer	39.957207	-75.169983	1850 Benjamin Franklin Parkway	(215) 963-2788	3:00 pm	6:00 pm	$5.00 Red and White Wine $5.00 Specialty Cocktails $3.00 Local Draft Selection *Food Specials*
Urban Saloon	39.966970	-75.172969	2120 Fairmount Avenue	215-232-5359	5:00 pm	7:00 pm	$3 Domestics; $4 Craft & Import Beers; $5.50 House Wines
Valanni	39.946850	-75.162217	1229 Spruce Street	215-790-9494	5:00 pm	7:00 pm	$5 Specialty Cocktails, $5 Skyy Vodka Infusions and Well Drinks, $5 Select Red and White Wines; Half-Price Mason Jars; Buck-A-Shuck Oysters, Half-Price Tapas
Vango Lounge and Skybar	39.951199	-75.170658	116 S 18th Street	215-568-1020	5:00 pm	7:00 pm	$4 Beer, $5 Mixed Drinks, $5 Wine, 1/2 Priced Appetizers
Varga Bar	39.948040	-75.161403	941 Spruce St	(215) 627-5200	4:00 pm	6:00 pm	1/2 Off Draft Beers, Cocktails, Chardonnay, & Cabernet
Vedge	39.948887	-75.166729	1221 Locust Street	215-320-7500	5:00 pm	7:00 pm	$7 cocktails and wines by the glass, $6 Sangria, $4 Pilsner and Lager pints and $5-7 bar snacks
Vesper	39.949346	-75.142349	223 South Sydenham Street	267-603-2468	5:00 pm	7:00 pm	$4 Drafts $8 Cocktails $10 Wine Carafe $5 Ketel & Bulleit mixed drinks $6 Appetizers
Victoria Freehouse, The	39.949557	-75.161719	10 S. Front Street	215-543-6089	4:00 pm	7:00 pm	$4, $5, $6, $7 specials; 1/2 price glasses & bottles of wine
Vintage Wine Bar and Bistro	39.946297	-75.157754	129 S 13th Street	(215) 922-3095	4:00 pm	6:00 pm	$3 High Life or lagers, $4 house wines, $5 bubbly or sangria, $3-7 select small plates
Watkin's Drinkery	39.953548	-75.192949	1712 S 10th Street	215-339-0175	5:00 pm	7:00 pm	1/2 price on all drafts
Westy's	39.927944	-75.162062	1440 Callowhill Street	215-563-6134	3:00 pm	7:00 pm	$3 High Life, PBR, and domestic bottles, $4 imported bottles and well drinks, $4 and $5 select craft drafts
White Dog Cafe	39.959621	-75.163605	3420 Sansom Street	215-386-9224	4:00 pm	7:00 pm	$4 select drafts and $5 select wines and cocktails; Discounted food and snack menu
Winnie's Le Bus	40.024724	-75.222269	4266 Main Street	215-487-2663	5:00 pm	7:00 pm	$3 Drafts, $4 Red or White Sangria, $5 House Wine & House Martinis
Woody's Bar	39.952195	-75.185109	202 S 13th Street; 19107	(215) 545-1893	5:00 pm	7:00 pm	$3 select drafts and house wines, $4 well drinks and $6 Absolute drinks
Woolly Mammoth	39.941632	-75.150322	430 South Street	215-923-8780	5:00 pm	7:00 pm	$1 off drinks, 1/2 price appetizers
World Cafe Live	39.948768	-75.162367	3025 Walnut Street	(215) 222-1400	5:00 pm	6:00 pm	$2 Yuengling bottles, $3 Yuengling drafts, $4 select drafts and house wines, $5 well drinks, $6 Red Bull & Vodka, $8 Yuengling pitchers: $3-5 apps
World Cafe Live	39.948768	-75.162367	3025 Walnut Street	(215) 222-1400	10:00 pm	11:00 pm	$2 Yuengling bottles, $3 Yuengling drafts, $4 select drafts and house wines, $5 well drinks, $6 Red Bull & Vodka, $8 Yuengling pitchers; $3-5 apps
Wrap Shack	39.951129	-75.170708	120 S 18th Street	215-569-1666	11:00 am	2:00 am	2-fer $5, $8, $10 and $12 drafts; $6 select wraps
Xochitl	39.955954	-75.157137	408 South 2nd Street	(215) 238-7280	5:00 pm	7:00 pm	$6 Xochitl Margaritas; $3 Draft Beers; $5 Bar Menu
Yakitori Boy	39.942874	-75.145645	211 N. 11th Street	(215) 923-8088	6:00 pm	8:00 pm	$3 Domestic Drafts; $4 Imported Drafts, Wines, Shots, Stoli Cocktails; $6 Signature Cocktails
Zahav	39.953782	-75.188575	237 St. James Place	215-625-8800	5:00 pm	7:00 pm	$3 Select Beer(s), $4 off Specialty Cocktails, $3 off Select Wines, 1/2 Off Hummus; Bar Only
Zavino	39.949954	-75.162135	112 S 13th Street	(215) 732-2400	4:30 pm	6:30 pm	$3 Draft Beer, $5 featured wine by the glass, $8 Margherita Pizza
Zavino- University City	39.946253	-75.145380	3200 Chestnut Street	215-823-6897	4:30 pm	6:30 pm	$2 Narragansett; $3 Bartender's Choice Beers; $4 Wines; $5 Zavino Cocktail; $4-$7 Bar Snacks
