World Cafe Live	3025 Walnut Street	(215) 222-1400	5:00 pm	6:00 pm	$2 Yuengling bottles, $3 Yuengling drafts, $4 select drafts and house wines, $5 well drinks, $6 Red Bull & Vodka, $8 Yuengling pitchers; $3-5 apps
World Cafe Live	3025 Walnut Street	(215) 222-1400	10:00 pm	11:00 pm	$2 Yuengling bottles, $3 Yuengling drafts, $4 select drafts and house wines, $5 well drinks, $6 Red Bull & Vodka, $8 Yuengling pitchers; $3-5 apps
Wrap Shack	120 S 18th Street	215-569-1666	5:00 pm	7:00 pm	$2 off select drafts, $6 punch and $7 select cocktails; $5 wrap menu
Wrap Shack	120 S 18th Street	215-569-1666	7:00 pm	2:00 am	$3 Miller High Life and PBR pounders
Xochitl	408 South 2nd Street	(215) 238-7280	5:00 pm	7:00 pm	$6 Xochitl Margaritas; $3 Draft Beers; $5 Bar Menu
Yakitori Boy	211 N. 11th Street	(215) 923-8088	5:00 pm	2:00 am	$3 Domestic Drafts; $4 Imported Drafts, Wines, Shots, Stoli Cocktails; $6 Signature Cocktails
Yakitori Boy	211 N. 11th Street	(215) 923-8088	6:00 pm	8:00 pm	$3 Domestic Drafts; $4 Imported Drafts, Wines, Shots, Stoli Cocktails; $6 Signature Cocktails
Zahav	237 St. James Place	215-625-8800	5:00 pm	7:00 pm	$3 Select Beer(s), $4 off Specialty Cocktails, $3 off Select Wines, 1/2 Off Hummus; Bar Only
Zavino	112 S 13th Street	(215) 732-2400	4:30 pm	6:30 pm	$3 Draft Beer, $5 featured wine by the glass, $8 Margherita Pizza
Zavino- University City	3200 Chestnut Street	215-823-6897	4:30 pm	6:30 pm	$2 Narragansett; $3 Bartender's Choice Beers; $4 Wines; $5 Zavino Cocktail; $4-$7 Bar Snacks
